5.823668475991649029e+04,5.788386638830897573e+04,5.645831941544885194e+04,5.520708663883090048e+04,5.399165240083507524e+04,5.279334551148225728e+04,5.175833716075156553e+04,5.097926096033403155e+04,5.047383298538622330e+04,5.020431837160751456e+04,5.006835490605427913e+04,5.000580062630480097e+04,4.993710229645093932e+04,4.983678392484342476e+04,4.970049686847599514e+04,4.954096033402923058e+04,4.934755532359081553e+04,4.913828288100208738e+04,4.892118684759916505e+04,4.871718475991649029e+04,4.852683194154488592e+04,4.834984551148225728e+04,4.819883611691022816e+04,4.807958037578288349e+04,4.799069937369519903e+04,4.793255219206680340e+04,4.789208350730688835e+04,4.785626096033403155e+04,4.782423068893528398e+04,4.780454801670146117e+04,4.779338935281836893e+04,4.780799791231732524e+04,4.785205427974947816e+04,4.792109603340292233e+04,4.802359498956158495e+04,4.813753757828810194e+04,4.824353340292275243e+04,4.835562421711899515e+04,4.843907515657620388e+04,4.844588622129436408e+04,4.839056576200417476e+04,4.828194885177452670e+04,4.814096137787056068e+04,4.803108872651356796e+04,4.800084655532358738e+04,4.811101461377870874e+04,4.837205427974947816e+04,4.875995720250521845e+04,4.925672651356993447e+04,4.936758141962421359e+04
5.914360142348754744e+04,5.888488967971529928e+04,5.777743060498220439e+04,5.672362277580071532e+04,5.573039145907472994e+04,5.478185409252669342e+04,5.388257651245551824e+04,5.317260142348754744e+04,5.268359430604982481e+04,5.237782562277580291e+04,5.220886120996441605e+04,5.211648754448398540e+04,5.208329537366548175e+04,5.205713523131672264e+04,5.201288256227757665e+04,5.193844128113878833e+04,5.182713879003558395e+04,5.168358718861210218e+04,5.153027758007117518e+04,5.138604626334519708e+04,5.125739501779359125e+04,5.113894306049821898e+04,5.101977224199288321e+04,5.088177224199288321e+04,5.074077224199288321e+04,5.062204270462633576e+04,5.052539501779359125e+04,5.043613879003558395e+04,5.035616014234875183e+04,5.028645195729537227e+04,5.023659074733096350e+04,5.020920640569394891e+04,5.019868327402135037e+04,5.020133451957295620e+04,5.021361921708185400e+04,5.024271174377224088e+04,5.029265124555159855e+04,5.036830249110320437e+04,5.044868683274021168e+04,5.052514234875444527e+04,5.056707473309608758e+04,5.058849110320284672e+04,5.059160854092527006e+04,5.057618861209964234e+04,5.058677224199288321e+04,5.064754804270462773e+04,5.081460854092527006e+04,5.109997864768683212e+04,5.150548398576512409e+04,5.160588612099643797e+04
5.875704103214890347e+04,5.873327622673434962e+04,5.860435956006768538e+04,5.847749323181049112e+04,5.835139636209813762e+04,5.822410744500846340e+04,5.809253130287647946e+04,5.795717808798646001e+04,5.782141159052453440e+04,5.768733164128595672e+04,5.755472335025380744e+04,5.742400803722504497e+04,5.729437563451776805e+04,5.716923730964466813e+04,5.704980583756345004e+04,5.692823942470389011e+04,5.680778172588832240e+04,5.668568020304568199e+04,5.656169670050761488e+04,5.644278849407783127e+04,5.632690989847715537e+04,5.621692005076142232e+04,5.611067639593908825e+04,5.600583967851100169e+04,5.589840820642978360e+04,5.579407064297800389e+04,5.569400126903553610e+04,5.560138578680202772e+04,5.551814847715735959e+04,5.544217851099831023e+04,5.537244077834179188e+04,5.530359813874788233e+04,5.523875676818950888e+04,5.517822208121827134e+04,5.512426692047377583e+04,5.507422884940778022e+04,5.502583502538070752e+04,5.497903680203045951e+04,5.493256979695431801e+04,5.489235702199661318e+04,5.486157318104906881e+04,5.483450507614212984e+04,5.481050930626057379e+04,5.479287351945854607e+04,5.477922292724196450e+04,5.476744416243654996e+04,5.476005118443316314e+04,5.475617174280880135e+04,5.475254949238578411e+04,5.474749788494077802e+04
5.828966135265700723e+04,5.789314444444444234e+04,5.651042270531401300e+04,5.539704154589372047e+04,5.428024879227053316e+04,5.308466570048309222e+04,5.192182898550724349e+04,5.097088164251207490e+04,5.032062753623188473e+04,4.996531980676328385e+04,4.979926811594203173e+04,4.972809903381642653e+04,4.968501690821255761e+04,4.962928454106279969e+04,4.953007632850241498e+04,4.937617874396135448e+04,4.917519033816424781e+04,4.894541497584540775e+04,4.869784154589372338e+04,4.843715410628019163e+04,4.817675700483092078e+04,4.794387149758454325e+04,4.773934009661835444e+04,4.756599227053140203e+04,4.743126521739130112e+04,4.735097439613526512e+04,4.730691062801932276e+04,4.729489951690821181e+04,4.729592125603864406e+04,4.731077971014492505e+04,4.733746859903381846e+04,4.738774879227053316e+04,4.747199565217391500e+04,4.758154830917874642e+04,4.770970386473429971e+04,4.783565893719806627e+04,4.795526425120772910e+04,4.804950917874395964e+04,4.810471304347825935e+04,4.811165942028985592e+04,4.806747246376811381e+04,4.797383623188405909e+04,4.784968019323671615e+04,4.775617294685990055e+04,4.773511400966183282e+04,4.784852173913043225e+04,4.811795555555555620e+04,4.854385169082125503e+04,4.907039178743961384e+04,4.917775314009661815e+04
5.764024661508703866e+04,5.720741457124435692e+04,5.574431044487427425e+04,5.457930206318504497e+04,5.338925757575757598e+04,5.211911573178594699e+04,5.092274693745970580e+04,4.997039393939393631e+04,4.935395228884590324e+04,4.903741295938104304e+04,4.893555609284332604e+04,4.894401998710509361e+04,4.898503997421018721e+04,4.900894777562862873e+04,4.898903997421018721e+04,4.889599451966473134e+04,4.874988716956802091e+04,4.858235041908446146e+04,4.838612475822050328e+04,4.815113410702772671e+04,4.788716731141199125e+04,4.760952450032237539e+04,4.732174113475177001e+04,4.705351547388781182e+04,4.680611798839458061e+04,4.661006705351386336e+04,4.647393488072211767e+04,4.638773049645389983e+04,4.635002514506769512e+04,4.634928078658929735e+04,4.637982011605415755e+04,4.644485686653771700e+04,4.654903030303030391e+04,4.669423049645389983e+04,4.685671534493874788e+04,4.702250419084461464e+04,4.719107543520309264e+04,4.733214377820761001e+04,4.743144874274661561e+04,4.749101805286911986e+04,4.751476273372017749e+04,4.749128755641521275e+04,4.744618439716311696e+04,4.740272018052868953e+04,4.741690038684719184e+04,4.752463217279174569e+04,4.775511476466795284e+04,4.810162250161186239e+04,4.856079561573178944e+04,4.866006963249516411e+04
5.850921044546851044e+04,5.818081580784806283e+04,5.693922245496438700e+04,5.588623977098170872e+04,5.482401689708141203e+04,5.371973676860773412e+04,5.266506870548806182e+04,5.181398659405110811e+04,5.122709384164222865e+04,5.090475771540287678e+04,5.077141684122329025e+04,5.074609118838151335e+04,5.075809188660801738e+04,5.076336545175255014e+04,5.073826714146068844e+04,5.066893059628543415e+04,5.055790937019968987e+04,5.042078145510403556e+04,5.026295950286273001e+04,5.008264474235442322e+04,4.988927342549923196e+04,4.968554308057534217e+04,4.947941293115486769e+04,4.928231559838011162e+04,4.910359000139645650e+04,4.894427956989247468e+04,4.879915919564306387e+04,4.867669543359865929e+04,4.857930219243122701e+04,4.851529786342689476e+04,4.848227426337103680e+04,4.847728292137969402e+04,4.849279891076665081e+04,4.853778662198017264e+04,4.861678327049294603e+04,4.872732355816226482e+04,4.885471805613741162e+04,4.899692459153749223e+04,4.913581664571987494e+04,4.924692082111437048e+04,4.931392179863147612e+04,4.932070953777405521e+04,4.927591565423823340e+04,4.922451878229297290e+04,4.920549937159614637e+04,4.927517148442954931e+04,4.947432802681189787e+04,4.981480882558302255e+04,5.027004342968859419e+04,5.037402597402597166e+04
5.824132853638593951e+04,5.785809296811120294e+04,5.650261757972199848e+04,5.541734399018806289e+04,5.432052755519215134e+04,5.310845118560915580e+04,5.187608879803761374e+04,5.080806263286999456e+04,5.005040744071954396e+04,4.961614145543744962e+04,4.942871594439901673e+04,4.939523017170891399e+04,4.942504137367130170e+04,4.946168217497955629e+04,4.947447571545380197e+04,4.944645625511038088e+04,4.937541340964840492e+04,4.926232583810302458e+04,4.912000956663941179e+04,4.895383769419460441e+04,4.876102878168438474e+04,4.855073507767784031e+04,4.832844955028618278e+04,4.810851815208503831e+04,4.791100834014717839e+04,4.773888699918233760e+04,4.760280065412919066e+04,4.749942673753065901e+04,4.743093491414554592e+04,4.738796189697465161e+04,4.737194014717906975e+04,4.738145985282093170e+04,4.741094431725265895e+04,4.746326745707276859e+04,4.753220040883074398e+04,4.761766892886345158e+04,4.771125887162714935e+04,4.780735404742436367e+04,4.790688176614881377e+04,4.801950866721177590e+04,4.812965617334423587e+04,4.822160605069500889e+04,4.830163875715453469e+04,4.838408789860997786e+04,4.848350596892886097e+04,4.861450825838102901e+04,4.879795748160261428e+04,4.905171504497138085e+04,4.935958830744071747e+04,4.942969877350777097e+04
5.760897331910351932e+04,5.716153708644610742e+04,5.556292022411953076e+04,5.425336099252934946e+04,5.303722732123799506e+04,5.185112993596585147e+04,5.080328975453575549e+04,5.003082684098185564e+04,4.953704615795090649e+04,4.929888580576307140e+04,4.924598025613660866e+04,4.929683911419423384e+04,4.936771771611526492e+04,4.941344850586979737e+04,4.939963287086445780e+04,4.934330949839914683e+04,4.925218756670223956e+04,4.912181216648879490e+04,4.896404829242262349e+04,4.877806883671291143e+04,4.858050266808964807e+04,4.835807817502668331e+04,4.812250640341515827e+04,4.789302774813233555e+04,4.768477134471718455e+04,4.751886179295624606e+04,4.738857203842049057e+04,4.728922065101387125e+04,4.723408244397011731e+04,4.722252774813233555e+04,4.724855522945571283e+04,4.729419370330843230e+04,4.735318756670223956e+04,4.743601254002134374e+04,4.754100560298826167e+04,4.766812166488794173e+04,4.781440901814300742e+04,4.797507950907150371e+04,4.813195224119530758e+04,4.826257870864460710e+04,4.837805763073639537e+04,4.846146398078975471e+04,4.850072998932764312e+04,4.853109925293489505e+04,4.858607604055495904e+04,4.871049519743863493e+04,4.892855496264674730e+04,4.925710325506937079e+04,4.968409525080042658e+04,4.978064621131269814e+04
5.766283280639762233e+04,5.723191054491352406e+04,5.577770466803049931e+04,5.458497275432397146e+04,5.328811549190998630e+04,5.188729096150269470e+04,5.061273637716198573e+04,4.965443583782778296e+04,4.907103477775711508e+04,4.876856072159196628e+04,4.864557838943648676e+04,4.861040673237865121e+04,4.859780537474428274e+04,4.855826966710061242e+04,4.848177859401152818e+04,4.838072912404686940e+04,4.824006258136507677e+04,4.805773898084434040e+04,4.785430769946066721e+04,4.762823228566114994e+04,4.738347182443741622e+04,4.712823126278594282e+04,4.689045062302399310e+04,4.668048856239538873e+04,4.651013325274316594e+04,4.638242207550678722e+04,4.628642161056351324e+04,4.624394188209038839e+04,4.623325292914264719e+04,4.624346438534498884e+04,4.627223219267249078e+04,4.631641937883578066e+04,4.638176734238422796e+04,4.645220327320067008e+04,4.652132908685140137e+04,4.660877589734052162e+04,4.671758880416589091e+04,4.684847349823321565e+04,4.698304658731634845e+04,4.713542904965594062e+04,4.729474939557373727e+04,4.744882164775897400e+04,4.759958964106378698e+04,4.776004519248651923e+04,4.792488236935094028e+04,4.811880649060814903e+04,4.835902733866468043e+04,4.867071777943091001e+04,4.905968607029942359e+04,4.915205439836339792e+04
5.784345787878787814e+04,5.742642696969697136e+04,5.585995303030303330e+04,5.464128242424242490e+04,5.348414090909090737e+04,5.227150242424242606e+04,5.104954969696969783e+04,4.995955121212120866e+04,4.911211242424242664e+04,4.856212666666666337e+04,4.824857575757575978e+04,4.808101272727272590e+04,4.801099575757575803e+04,4.796305000000000291e+04,4.791495878787878610e+04,4.783694818181818118e+04,4.771636393939393747e+04,4.754866909090909030e+04,4.734855060606060579e+04,4.712482636363636266e+04,4.688993030303030537e+04,4.664882909090909379e+04,4.640389090909090737e+04,4.617076727272727294e+04,4.595323000000000320e+04,4.576268060606060317e+04,4.560324545454545296e+04,4.548907454545454675e+04,4.542152818181818293e+04,4.539166000000000349e+04,4.538136696969696641e+04,4.539759939393939567e+04,4.545607787878788076e+04,4.553927696969696990e+04,4.562336000000000058e+04,4.568843818181817915e+04,4.576989030303030449e+04,4.588300030303030508e+04,4.601780999999999767e+04,4.615776121212121507e+04,4.630804939393939276e+04,4.645636666666666861e+04,4.660280515151515283e+04,4.677212969696969958e+04,4.696659242424242257e+04,4.719148030303030100e+04,4.747462939393939450e+04,4.786670545454545208e+04,4.835024090909090592e+04,4.845597484848484601e+04
