1.000000000000000000e+00,3.470277905599349899e-01,1.269593492982729888e-01,2.144090901553999950e-01,3.802102455121380009e-01,3.428184982717489837e-01,3.981631088738549762e-01,3.663606330399289956e-01,3.451998585275550258e-01,2.213690065230279891e-01,1.686800625548809940e-01,1.792487164559939949e-01,2.130357609482060044e-01,2.641671309714869742e-01,1.928636500677080035e-01,1.874529154458280111e-01,3.052849005414030037e-01,2.288249110665190045e-01,3.518690272096149929e-01,2.676343365192869750e-01,1.806388767319289934e-01,2.315901685884350081e-01,2.145231766939360019e-01,2.104754409794820091e-01,2.177881711229300021e-01,1.385744645243389972e-01,9.904621945303460073e-02,8.097558917604119610e-02,2.830006734095559806e-01,3.130437555283649975e-01,2.200599051884579993e-01,2.513826602831740198e-01,2.137203937974339885e-01,3.028031108353370082e-01,2.756314752947640057e-01,1.947053214304000079e-01,5.936656873818269703e-02,1.176063125180159957e-01,2.524923147931720235e-01,2.712640197242620066e-01,3.013325486510399775e-01,2.595796838848499766e-01,2.577388015310819736e-01,2.130745668198789911e-01,1.664040212300600119e-01,1.677133716877949876e-01,1.878119814405619925e-01,2.516582520587289928e-01,1.758983533269989907e-01,1.832182239976460070e-01,3.058659090670219904e-01,2.315384111817800072e-01,2.738185089390249849e-01,2.382440658456120020e-01,1.777014195064889890e-01,2.314579082316400027e-01,2.275882082795580019e-01,2.175393826021159993e-01,2.249106795376830115e-01,1.368018796278830107e-01,8.387552566634989826e-02,6.183123424777740157e-02,2.559318543805609858e-01,2.213280636346889874e-01,1.877799514407290093e-01,2.336167850267669988e-01,2.227953537836389886e-01,2.573796083125750034e-01
3.470277905599349899e-01,1.000000000000000000e+00,2.373849439018680119e-01,1.674559314246580055e-01,3.598235004094679779e-01,2.616709521553730045e-01,3.886873996248380037e-01,3.924409312577720188e-01,4.658901401904649853e-01,1.064343516736809964e-01,8.019147960939319864e-02,9.215250717009970671e-02,3.697235585634670030e-02,1.439809214967809892e-01,1.644071543198279972e-01,1.277182978610849895e-01,1.734777493976639995e-01,9.073832170524609442e-02,4.547885643462630245e-01,1.833190632570090017e-01,6.011553139558010322e-02,1.314537409517529953e-01,1.591322072957910005e-01,1.110386072208579961e-01,1.626074109848970051e-01,1.021474989845600062e-01,8.965311594051660060e-02,1.103431749325100020e-01,3.062206193680589994e-01,5.083548738861010108e-01,2.160842979981739964e-01,1.995405731798159943e-01,1.440922096507729899e-01,1.262573986222980116e-01,2.204873484382240123e-01,4.389468088742550234e-01,1.268388279618390124e-01,1.207732128165240060e-01,2.996738063678630049e-01,2.400754951500639889e-01,2.498950206774850080e-01,2.732400573048739956e-01,3.819301491327909970e-01,9.913383408036430255e-02,9.128363860210460257e-02,7.948755662933609800e-02,1.346793953276870064e-02,1.394796387146609862e-01,1.577922989546099997e-01,1.171498982051139975e-01,2.318282923419509867e-01,8.906794531338130261e-02,3.857864664376929875e-01,1.591735775857049950e-01,5.564469985056139795e-02,1.296835742966800098e-01,1.720311623759769870e-01,1.186908842757810056e-01,1.678498865157179998e-01,1.050813781846500067e-01,7.416135794787780122e-02,1.074608635854699956e-01,2.852158946032730125e-01,4.076342324621580193e-01,2.243006652977319881e-01,1.841661503000190103e-01,1.468615886887230104e-01,9.907960718810490675e-02
1.269593492982729888e-01,2.373849439018680119e-01,1.000000000000000000e+00,2.450941805539429974e-01,7.247917013543460352e-02,4.192783484070890417e-03,1.124287018816560041e-01,2.415712044352799903e-01,1.913157380921420014e-01,5.109955367777509888e-02,7.038285679492180258e-02,1.227133548100499960e-01,-8.307412088432050007e-03,6.705368152258239789e-02,1.994134651922679913e-01,1.114856376133910032e-01,1.043832119755429971e-02,3.922591542782739860e-02,2.548167256914550260e-01,2.176080891779630100e-01,5.095620377920839772e-02,7.561843164516909854e-02,1.034581732070789933e-01,7.970030896752859639e-02,1.187190203949869960e-01,1.029291071111920058e-01,5.550522912418950211e-02,1.139366746077540016e-01,1.280697872095389878e-01,3.243391367216970078e-01,1.220189203378620052e-01,1.410037037118730130e-01,8.090564429214010256e-02,4.411933257587959817e-02,7.740273157313999619e-02,1.532959427905279948e-01,2.207601841441660107e-01,1.992860279361929887e-01,8.116260092323239472e-02,3.976638207124819774e-02,6.188667580732699902e-02,1.989903284132299999e-01,1.881736765047969939e-01,4.521253899081170008e-02,8.073105105440990525e-02,1.270145490273540123e-01,-1.452095357722340066e-02,7.454579199965609415e-02,2.039273444043530059e-01,1.071529421334300042e-01,4.076283236269630239e-02,3.395139098908370179e-02,2.623066292776760067e-01,2.241586975731660047e-01,5.032454210120260174e-02,7.575003206265069899e-02,1.060228646515990053e-01,8.355525608797760573e-02,1.152918447285010001e-01,1.093624205678360023e-01,4.757172915120490286e-02,1.086374476256559973e-01,1.030225992572200017e-01,2.884138135796360247e-01,1.368913400042429951e-01,1.357025024415290104e-01,8.350862168168020350e-02,3.230506008693279779e-02
2.144090901553999950e-01,1.674559314246580055e-01,2.450941805539429974e-01,1.000000000000000000e+00,4.081116279915159711e-02,-2.719888345351889961e-02,8.253947105978680365e-02,2.876961962128909978e-01,1.789207902755970137e-01,9.831952391615569886e-02,1.278710231190940128e-01,2.899616698457950226e-01,4.871776402582689985e-02,1.275988285929169908e-01,3.219829863935930181e-01,1.765095854447069901e-01,1.284260618638109926e-02,6.355724272833460087e-02,2.770739051387590135e-01,3.162606912150899841e-01,9.779880734591710201e-02,1.284549371546259977e-01,1.412875348501509976e-01,1.302565868703740026e-01,1.779518254501810115e-01,1.963184015182770081e-01,8.593361336554469765e-02,1.421059391459540133e-01,1.481532655667759935e-01,3.283211763364949909e-01,1.343589932733559866e-01,2.091290879482529952e-01,1.401983824536089940e-01,1.031280266538960044e-01,1.235292596213759947e-01,1.398563995487289990e-01,1.956935168087700072e-01,3.538663375683939738e-01,5.115297152477640136e-02,1.524603773264010011e-02,6.967695124352610292e-02,2.826085348422279764e-01,1.942201531319019958e-01,9.034882611118230655e-02,1.409406436757560110e-01,2.841265216611369993e-01,4.424125016183669962e-02,1.427625904478770080e-01,3.307167956894669913e-01,1.719605128189080068e-01,2.396695463968569889e-02,5.684501001927860092e-02,3.048082780506530254e-01,3.333479364496160224e-01,9.493609863046560682e-02,1.296788369077110092e-01,1.405468337684490088e-01,1.389138090323369934e-01,1.741464126284049951e-01,2.097096217298969889e-01,7.779618751228639661e-02,1.382209372471759901e-01,1.207357058598989979e-01,2.956456948552569908e-01,1.324587929080699999e-01,1.988326897536429883e-01,1.450988721533580106e-01,9.060594667117309597e-02
3.802102455121380009e-01,3.598235004094679779e-01,7.247917013543460352e-02,4.081116279915159711e-02,1.000000000000000000e+00,6.180034955934630148e-01,4.565389174440089848e-01,4.565904776549949973e-01,3.875578987914020113e-01,3.606606396500079970e-01,2.350760871703490018e-01,1.066079570626110029e-01,3.241086922177789931e-01,3.159249433379909822e-01,1.133302806683619962e-01,2.414407332729190114e-01,5.029130532340959636e-01,3.324493543899539882e-01,3.625990238453979941e-01,2.518833722142430065e-01,2.509393800094220084e-01,2.881279092805519859e-01,2.831954445803079867e-01,2.814061094093259774e-01,2.820818002081820208e-01,1.203722895319979946e-01,8.528284979338120186e-02,7.118070981689110510e-02,3.551960848754630029e-01,3.559066932823780061e-01,4.178822948954449834e-01,3.607289613346270074e-01,2.608004927646220272e-01,4.015736425057809811e-01,3.201668826255730238e-01,2.078416129529349898e-01,2.883778101425389997e-02,2.569580214154600084e-02,4.700158407510540148e-01,4.865263529619249794e-01,3.669776231861989757e-01,3.035427352810319834e-01,2.616031353207610155e-01,3.392311982197189768e-01,2.222023378611729938e-01,8.870075510365310612e-02,2.976065478770290040e-01,3.027409364185920104e-01,8.923683198237039593e-02,2.342274780740309925e-01,4.807453041426469897e-01,3.322626003156309848e-01,2.366894552313729971e-01,1.993468834894439878e-01,2.514981892296189736e-01,2.898068123053970102e-01,2.950093018232550213e-01,2.844492188043289960e-01,2.920482357209979729e-01,1.037414684227160044e-01,8.632287576239509874e-02,6.984203894441229354e-02,3.014331416911020245e-01,2.387452258047909892e-01,3.291057665732630144e-01,3.346449116431640114e-01,2.757552941233670230e-01,3.718128326054139787e-01
3.428184982717489837e-01,2.616709521553730045e-01,4.192783484070890417e-03,-2.719888345351889961e-02,6.180034955934630148e-01,1.000000000000000000e+00,5.369118483054180491e-01,4.477078482376419810e-01,4.258023041116389962e-01,4.461405964087800102e-01,2.699134039876909807e-01,7.438514486445299556e-02,3.698000333662220251e-01,3.515158794509409823e-01,8.836658149743779889e-02,2.743363302332019749e-01,6.100577336053659705e-01,4.150806713540419746e-01,3.774625080897530127e-01,2.604199931894000120e-01,2.878441166227539982e-01,3.060908364431180195e-01,2.771683730465739903e-01,3.115058280189930140e-01,2.847754176111659818e-01,1.146585748501089963e-01,7.786772084423440599e-02,2.558510581860479888e-02,3.559335029354380175e-01,2.683180979686490275e-01,3.743904926025740099e-01,3.451547027704490178e-01,2.719825275264239894e-01,4.548055150749670261e-01,2.763376200297000262e-01,1.160310977315110043e-01,-3.763245836460930166e-02,-4.409382442563340027e-02,3.656768052566750082e-01,4.920927958931229917e-01,4.174797117183189910e-01,2.584716188983490204e-01,2.525967746776159872e-01,4.182942072993189875e-01,2.491257963440109968e-01,4.172270559604539936e-02,3.423454514294430040e-01,3.175638709061719966e-01,4.844053836079070113e-02,2.682545061990290192e-01,5.459291518602560345e-01,4.126496724791229864e-01,2.055243052767450063e-01,1.841155376415800071e-01,2.909980581500249963e-01,3.095347141743299835e-01,2.946277778035820138e-01,3.118359759916130014e-01,2.920566075699890241e-01,8.705071304995980197e-02,7.373003902211949789e-02,2.291330731811220059e-02,3.021411853872870146e-01,1.334718523047520033e-01,2.764240344497779778e-01,3.205821838271000201e-01,2.891349852905429896e-01,4.159101329408049774e-01
3.981631088738549762e-01,3.886873996248380037e-01,1.124287018816560041e-01,8.253947105978680365e-02,4.565389174440089848e-01,5.369118483054180491e-01,1.000000000000000000e+00,6.009304438917170144e-01,6.653486395470179504e-01,3.178522093238059787e-01,2.246974398123260108e-01,2.084462221363860002e-01,3.432065948017140045e-01,4.721854723633039930e-01,2.844460181389529829e-01,2.368790757285489934e-01,5.437469174580740194e-01,4.027834251677209765e-01,6.545208317847639456e-01,5.012087021005999787e-01,2.827492022529999871e-01,3.422918625151230021e-01,3.077751272776039770e-01,3.102741104864880084e-01,2.584538672238460011e-01,1.668734900695829915e-01,9.901630097441370404e-02,2.754748513089010087e-02,3.975664366939610228e-01,4.215151295208430238e-01,2.727650866619930059e-01,2.948513032011140234e-01,2.790948391412079732e-01,3.711003043907459831e-01,2.676060485537309908e-01,1.289927188483240006e-01,-3.271589142319650083e-03,3.884607834393260205e-03,2.049897116542460096e-01,3.292214110030299845e-01,6.479748065243680077e-01,3.267162229377699734e-01,4.091227908600990060e-01,2.993545271875500124e-01,2.165366348081839976e-01,1.638276389671849964e-01,2.936757972212969969e-01,4.057513278208759733e-01,2.255461539489549971e-01,2.341934347167360098e-01,5.141162158474610333e-01,4.045248066726809810e-01,4.243926338165460166e-01,4.096605917571449762e-01,2.791258289444890073e-01,3.393696355717409907e-01,3.326430149576740103e-01,3.200804355087080166e-01,2.671319120449590079e-01,1.543045651517239991e-01,7.575966658527520659e-02,9.072168350283120464e-03,3.321141665686510036e-01,2.161928651382059863e-01,1.968312793365810109e-01,2.671130011750330047e-01,2.937721277200600056e-01,3.311957884296979904e-01
3.663606330399289956e-01,3.924409312577720188e-01,2.415712044352799903e-01,2.876961962128909978e-01,4.565904776549949973e-01,4.477078482376419810e-01,6.009304438917170144e-01,1.000000000000000000e+00,5.991963180726860294e-01,4.647856287973299860e-01,3.768779947787589957e-01,3.194039173587119862e-01,3.781443991827029838e-01,4.553494024187190181e-01,4.021997178252529892e-01,4.250653780054620134e-01,4.900326997963609932e-01,3.874625480305149972e-01,6.349720137350659543e-01,5.805427319943640141e-01,3.272788813290020138e-01,3.817079710383929902e-01,3.379620506486920029e-01,3.790366061252939955e-01,3.504257468801609821e-01,2.549123846349189981e-01,1.285430097768749946e-01,1.452927356600069997e-01,4.057980125787140069e-01,5.955257827803509540e-01,4.136255904149919727e-01,4.457050665629839759e-01,3.550807386940310062e-01,4.138460253543559952e-01,3.024298580577149953e-01,2.223945908677990024e-01,1.683830919387480085e-01,2.277831693211319897e-01,3.072674463469610151e-01,3.786722435994819835e-01,4.938474709901030102e-01,6.302067935800620413e-01,4.613371401401800131e-01,4.444406956247219931e-01,3.687173008498709770e-01,3.182436450976269815e-01,3.349185511626739942e-01,4.287622745548619885e-01,3.794843415445249835e-01,4.236042486732580215e-01,4.774212589558409769e-01,3.826946625302010130e-01,5.128171247082690121e-01,5.371732102765199857e-01,3.296212288128069767e-01,3.861668139509030206e-01,3.508390384621730140e-01,3.889962968118009790e-01,3.509246790462520194e-01,2.528467266398730096e-01,1.140122164679369943e-01,1.421840300811189894e-01,3.256109429678409883e-01,4.503879524466860018e-01,3.476823316088790139e-01,4.295896000393509828e-01,3.774560783866640068e-01,3.939261600720250223e-01
3.451998585275550258e-01,4.658901401904649853e-01,1.913157380921420014e-01,1.789207902755970137e-01,3.875578987914020113e-01,4.258023041116389962e-01,6.653486395470179504e-01,5.991963180726860294e-01,1.000000000000000000e+00,2.888963251591279979e-01,2.057228007282020099e-01,1.567579238244259932e-01,1.959452451750380020e-01,3.287467826541660143e-01,3.339628713931580006e-01,2.523343959736329967e-01,4.075552040700469725e-01,3.535757283226669823e-01,7.515516734518149500e-01,5.192630672002349623e-01,2.150479767300799983e-01,3.000672170421729845e-01,2.559873115812629774e-01,2.798050792174340273e-01,3.007391443346820181e-01,2.336385589480070024e-01,1.095054690515279983e-01,8.518234761508010344e-02,4.293791037286309731e-01,5.528029495751950462e-01,3.032401780485899923e-01,3.031100686424419988e-01,2.440156719663640061e-01,2.546091555236689730e-01,2.366946252232010051e-01,2.441121115363379945e-01,8.175563354767459434e-02,1.123345502045119959e-01,2.420428206633840063e-01,3.205084216660279983e-01,4.960633063534790055e-01,3.884301220031979862e-01,5.707014964728750472e-01,2.786458690907029911e-01,2.126528023961339886e-01,1.418166943324699891e-01,1.623880916240749983e-01,2.961519094295200216e-01,2.886363697650500271e-01,2.464570163028730054e-01,4.327107824389609947e-01,3.600535556012819938e-01,5.711044755637769699e-01,4.410894229099129871e-01,2.119370074233880019e-01,3.005316436073349751e-01,2.827656652984609775e-01,2.923741966826630123e-01,3.114352691525030248e-01,2.259522726117879909e-01,9.256814733521559480e-02,7.574350483842970383e-02,3.869997000554479816e-01,3.733403333008750158e-01,2.660552420042989752e-01,2.863346227893239782e-01,2.615839866849239970e-01,2.343902977445720126e-01
2.213690065230279891e-01,1.064343516736809964e-01,5.109955367777509888e-02,9.831952391615569886e-02,3.606606396500079970e-01,4.461405964087800102e-01,3.178522093238059787e-01,4.647856287973299860e-01,2.888963251591279979e-01,1.000000000000000000e+00,6.266873494732639882e-01,8.090986359814210382e-02,3.658022089833620205e-01,3.514278892819059918e-01,1.968073016633030137e-01,7.845722242922740230e-01,6.852214703127179618e-01,6.500546614079689700e-01,3.303653437137969995e-01,3.513581400186039927e-01,5.034998903527729830e-01,4.108213857082160247e-01,4.364641669651659894e-01,5.163396663428190259e-01,4.711072223005939863e-01,2.188914149102710038e-01,1.063914876966760015e-01,9.173407327585829385e-02,3.932837940278490207e-01,2.638157909477409913e-01,4.530379308501120139e-01,5.483263803336050346e-01,3.998530477699199781e-01,5.556775353103250437e-01,2.211599274134840032e-01,1.098875527274500025e-01,6.029268696133509992e-02,1.234625796765580069e-01,2.984409473315359773e-01,4.047203237810980125e-01,3.301980351594719920e-01,4.340181069423950100e-01,2.609677302534810228e-01,8.015536054938440236e-01,5.919952638938870138e-01,9.638664560357629307e-02,3.797778024236529992e-01,3.555780418215779837e-01,1.858464315698490077e-01,7.330495162144600174e-01,5.763020741879469888e-01,6.170242763849249634e-01,2.803018314272299749e-01,3.127787163436249740e-01,5.094448515855549697e-01,4.201964663606490014e-01,4.315062807150970015e-01,5.011239010098389457e-01,4.540268871410539919e-01,1.847880400832150050e-01,1.094338276189179976e-01,9.936567675405029443e-02,3.462267688377390074e-01,2.315062718383679996e-01,3.931346900620810159e-01,5.284070819418740239e-01,4.186760027484630053e-01,5.337895879016240075e-01
